Transaction_ID,Product_Category,Region,Ad_Spend,Customer_Footfall,Online_Engagement,Discount_Rate,Season,Temperature,Competitor_Price_Index,Supply_Chain_Score,Customer_Satisfaction,Economic_Confidence,Day_of_Week,Festival_Flag,Revenue
56,Electronics,East,115.525207829045,974,0.981641008229845,27.02219045926534,Winter,29.791528522790784,0.9433892594402444,0.7460754976576388,7.843282071254253,58.865047560230785,Tue,1,7.978249718031211
57,Grocery,South,101.61480463576314,614,0.6613711421200785,21.12410263960847,Monsoon,35.44089955805694,1.0028004164921485,0.8520284842488912,7.983973146599352,52.0464189895512,Thu,0,3.440195983487012
58,Electronics,South,133.97465880907873,1076,0.2568323483006243,21.18259381968235,Winter,32.409640287512914,1.1366959603491325,0.7502692291788909,5.652484441334485,89.30766852848976,Mon,1,1.9971618234695794
59,Apparel,South,95.89219853793665,523,0.3336272252669959,23.690991621780118,Monsoon,39.79959047279314,0.8614523795685343,0.7039653566886179,7.989565093396106,50.11970833662031,Sun,0,1.7028030297619652
60,Furniture,East,54.487854017664844,949,0.28821666287256265,37.84038901646392,Summer,27.762514826701146,0.8864840250584407,0.7250003203178231,8.762374118346846,51.59047280239155,Fri,1,1.496962953001918
61,Apparel,West,29.59601858823135,759,0.2560392208668226,3.136068999985606,Monsoon,25.40057757472548,1.116807509274976,0.4489317726415847,6.825780728186147,44.37977272839407,Fri,1,0.49658210247751755
62,Apparel,South,56.067400911280124,483,0.6726747857527344,29.69101920205567,Festive,24.384946238302657,0.8713941863638922,0.667967530631777,9.562845070729233,84.5198816079202,Wed,1,2.3097026145535806
63,Electronics,South,33.28804082013767,492,0.9967557174999147,33.21654817677521,Monsoon,19.88781545239344,0.860828464449024,0.7304779746921009,5.518923662848998,61.38156400446258,Sun,1,2.251490397317715
64,Grocery,North,58.063012163761535,443,0.9448683513541098,18.013516148163063,Summer,25.967744215687464,0.958536799890396,0.6346342302554074,6.354239004994602,46.14996209045309,Tue,0,2.779805504661384
65,Apparel,North,60.27567524823723,1078,0.6846921020756424,5.970158531379264,Monsoon,37.16447690202735,1.10697787674987,0.46191223971048273,7.884764608781281,48.425163728890276,Tue,1,2.4899182512446245
66,Furniture,South,54.084614180866836,988,0.5212894261822997,25.08106166041511,Festive,34.1976120194208,0.9135726186105444,0.6506938829212432,7.527798970939495,39.83736430155694,Tue,1,2.5683658028077065
67,Grocery,North,68.4452174764588,186,0.2616530220080302,14.135515451271935,Festive,28.573275824525183,0.9907877139584277,0.8203668766652152,5.876078835999882,86.66408553136347,Sun,1,0.5919269708924556
68,Electronics,West,76.07656011983056,427,0.9818574826044109,12.33610032042293,Festive,30.045678146234817,0.9839219545814497,0.5610750400750781,4.098115103261895,50.354692538872456,Sat,0,3.4838708628926263
69,Grocery,West,46.255471664631166,439,0.9180781967095364,11.35478099174521,Festive,31.844505988509606,1.1734484650956816,0.6862684616158072,8.962018917416422,85.83941740842766,Mon,0,2.5489421310465015
70,Grocery,South,38.748259838862936,996,0.6318634362241136,38.3783140276386,Summer,18.229988161178447,1.1860778280961268,0.8996607105410594,8.054593104774373,48.1031099226045,Sat,1,2.9779369286346804
71,Electronics,North,69.58403343308741,874,0.2303847551195368,4.0107410414667255,Summer,29.151607902930365,0.9691158767560145,0.6979019794508239,9.76267111083876,77.05173658674117,Wed,0,0.843424786513535
72,Furniture,North,9.332626692156392,711,0.4196892058163313,32.68756003404857,Festive,26.384673400318178,0.9163228648032006,0.4557076272378717,5.117526270891609,87.62453517360349,Tue,0,0.5614722786953736
73,Grocery,East,32.91808500185181,882,0.42790721880867005,25.53470407166578,Festive,38.09860211330655,0.9745946372102989,0.7120925047532788,9.245924022838068,51.229508670919614,Fri,0,1.0802985125895992
74,Furniture,East,100.0754937728823,368,0.9738987783927882,18.12182545470518,Winter,35.55686190089564,1.1091895767128823,0.9790676354629793,8.085204630941385,89.86725459178746,Sun,1,4.465595841799115
75,Furniture,South,138.28097171225522,59,0.46516551146476903,24.64703654727575,Monsoon,23.764356992471686,0.9883977159921294,0.4821172424756699,7.965962135087807,77.60300944266203,Sun,0,0.9260051825433693
76,Electronics,East,130.03636525357916,674,0.7956580141390939,30.593693487184996,Festive,20.573990086781894,0.8775992426507856,0.9038448986634652,6.14971882770093,70.25969368726592,Sat,0,6.136147639983782
77,Grocery,South,57.072499828290844,1305,0.5682369744853144,36.72353808898661,Winter,28.005775717551348,1.0492690338739892,0.47899866220566045,9.86462697950402,35.641836856162456,Tue,1,2.6555162147825206
78,Furniture,West,12.392124336119034,132,0.9691737825331148,26.469457971976045,Summer,40.85024254677154,0.9497755581265978,0.584520693089646,6.293373289584023,40.26451533416878,Tue,1,0.645983746639387
79,Electronics,North,79.60261246782412,925,0.6235409793667769,29.33519885637068,Summer,32.9186998663542,1.0811864260218234,0.8212631061399478,7.288905617491215,37.65376093736076,Tue,0,3.404062981076632
80,Apparel,North,139.84969316304267,262,0.4245031790383914,8.833689830829874,Monsoon,27.253132007162666,0.921099925784376,0.9382916606101549,6.937835111519895,67.00633344731125,Thu,0,1.5046173221742816
81,Grocery,West,12.408745691112077,731,0.9078309079167712,25.531115799319622,Festive,33.78214440946998,0.8665724372493605,0.5948862254206952,7.355533756204076,70.2976468744871,Tue,0,1.6837806951258179
82,Furniture,North,58.28240340023737,554,0.34876143058523623,8.904143821526658,Winter,19.184951692411147,1.1095461346829656,0.6009472653397736,7.902470089646268,83.12291250323929,Thu,0,0.9047254317639283
83,Furniture,North,94.84342309896515,181,0.5335551991411476,7.068648461747964,Winter,33.89919235442432,0.9494454575214093,0.47330668665331976,6.084386341811506,43.18895851045543,Tue,1,1.1891449305882769
84,Apparel,West,126.29417196631891,679,0.6652392941169485,30.14511697779985,Summer,26.972732953749237,1.1110639848304198,0.860132303771102,4.711663535558947,32.907477702174106,Sat,0,4.480524899866171
85,Electronics,South,33.127405181438874,1194,0.5822134628224473,29.604811895988952,Festive,26.91209990636276,1.1578876729505,0.4806821742527279,6.29241361918415,46.030216114687924,Tue,0,1.9391291353910243
86,Apparel,East,101.92423640807364,726,0.9773019908845748,2.6111157591054246,Summer,36.47077849950735,1.1418393913218305,0.5036621887298457,7.486591267886531,62.812301458955645,Fri,0,4.382215916083939
87,Furniture,West,23.259221887430883,128,0.3107610135103824,25.76087728475109,Winter,41.74614327574764,0.9387670438183333,0.9770395529627341,7.27907810672069,44.01699095973876,Thu,1,0.30143635366364596
88,Furniture,North,9.036487968294018,112,0.2975360829211261,26.800215003344448,Monsoon,21.093693745917975,0.816421374185522,0.483254710492967,7.588308722417371,69.54517311752959,Mon,0,0.218656894153153
89,Apparel,East,96.72161120306531,405,0.8644247372423075,5.144059422871163,Festive,30.777687936993416,0.8055611104250978,0.4681547462340828,5.34880561891948,73.43737835025064,Wed,0,3.431147132461535
90,Electronics,South,13.73047321978309,74,0.38840704616882427,4.239283190576062,Winter,32.75353527657464,1.0828077668315979,0.9035973173426713,9.726735111048368,87.33368162288967,Thu,0,0.19477896830211555
91,Furniture,East,123.97911847196606,960,0.4919691240021575,36.25770027187467,Festive,22.178125816266583,1.0458954779752494,0.5458444764676916,7.0998771315280775,55.970699423983426,Sun,1,3.827363874635491
92,Grocery,North,53.955078046884616,430,0.385595981455374,10.249753481852068,Festive,18.87248753550405,0.8666305939167489,0.4417217756671393,9.733237680032845,76.22348262065871,Thu,0,1.028777854546754
93,Electronics,East,64.32171833260982,131,0.9385803562556765,21.936428082221163,Monsoon,18.19706365563676,1.0452362086864935,0.4481670905836143,4.92077592223886,58.451515730992476,Sun,0,1.880197681263466
94,Furniture,East,98.2409265203957,1240,0.21974200523617418,5.659059529199015,Monsoon,34.63965374244371,1.0310723967301545,0.5326977567199865,4.1269515578272244,35.316512544866434,Sun,0,1.2075255985947662
95,Apparel,West,118.01366248413655,257,0.6932998994529542,28.53270307240446,Monsoon,20.494372752424663,1.1397230086467192,0.4472990783289709,6.13362405651893,39.185351748578995,Tue,0,2.356395120779068
96,Grocery,West,110.86998726356111,426,0.23887321805483597,0.15367756880406258,Winter,41.881552894228484,0.9792044605064802,0.6293159186782039,9.672260939035436,38.315651783919435,Wed,0,1.053066570077307
97,Furniture,South,137.09794159696918,285,0.6343153985197928,14.734732517835049,Winter,39.261366740402174,1.1068131453743153,0.9504658475075632,7.6520439121085255,61.03523798249072,Sun,1,2.629488467761021
98,Furniture,South,40.86233696763932,90,0.34373217160511793,5.544778275860165,Winter,35.82301358611732,1.0987350491179046,0.6104182971839531,5.109208360823756,51.94138823746266,Thu,0,0.37839133073461645
99,Electronics,North,12.444843027403941,665,0.4379704804058953,11.488056961828818,Summer,25.60623642462532,1.1753445678060919,0.8893269252503648,5.105876153973536,31.107027807994164,Tue,0,0.5022879824272173
100,Electronics,West,118.6724802519413,751,0.45467226209457573,4.167178370743123,Festive,25.65942943867901,1.0257094173665193,0.5526663531948743,6.5745892443901806,62.561963789900915,Fri,1,2.7881870169209595
101,Electronics,South,125.71724231800069,897,0.7598735131647267,2.9001883138982887,Festive,36.483604268186305,0.986740695920158,0.937391797778006,6.919332530108016,31.161794945720242,Tue,0,4.069223374344407
102,Furniture,East,141.85050710971132,234,0.6572050099397744,10.317765137055916,Monsoon,38.96908202518003,1.005063554210587,0.6307725322015282,7.301946204298709,61.777316704699075,Sat,1,2.3144516601414704
103,Furniture,West,48.1343534857835,847,0.8455022786188133,3.4946034944464133,Winter,32.09335499661387,0.9190600385120458,0.8351041248495994,7.295567605170935,60.66075523723447,Fri,1,2.8230449042906
104,Apparel,South,43.77301025670168,585,0.607269538014837,9.166064950617656,Summer,28.640221993928566,1.08209826384145,0.8741527618473598,7.261640390801716,53.73373837757707,Mon,1,1.738362127930837
105,Apparel,East,60.43045397181619,1289,0.789477220715151,31.766631363641466,Summer,24.51245249983622,0.9459366505535354,0.7221120214791363,4.4278650685811805,86.98456723878947,Sun,0,3.6555471312421592
106,Apparel,West,65.77068742923127,1435,0.5323381351538532,21.642386288551524,Festive,19.445347249168552,0.9169790584238346,0.4036621000308066,4.702013535305611,70.35301511826367,Sun,0,3.2718386702032136
107,Apparel,East,98.68131276755807,957,0.2977115921721429,23.007030428193058,Winter,20.53392837270451,1.0283728580365927,0.5385601653076825,5.6960825671685065,87.90544325079034,Sat,1,1.6118840978113054
108,Grocery,West,90.02000996609543,1441,0.8017387674009828,10.987050381840033,Summer,22.22070907175645,1.0705635644426903,0.5719150526091721,6.641348092061549,79.01151446209903,Sun,1,4.648510054829435
109,Apparel,South,88.69315774599544,271,0.2282186069931502,25.805973532605236,Monsoon,23.19366348988037,0.8518172435093605,0.9455927718660054,7.318551488662229,79.51459379978957,Fri,0,0.8008864097497019
110,Furniture,North,7.608755064562109,941,0.7149009091602607,24.809730658915356,Festive,24.241624742436567,0.9585626149135784,0.7073914614392798,8.229603747243324,33.36658990065335,Sat,0,1.0142106176667918
111,Electronics,North,91.53263319039786,1043,0.4852634158341733,1.694616180527011,Festive,33.45172122239235,0.8914252230349614,0.9840275396884524,8.791256383365376,61.208605819092426,Tue,0,2.6826483057014707
112,Furniture,North,17.591437104479162,1355,0.7580953176223051,24.838025740437878,Monsoon,25.98976893788657,1.196895148271056,0.582279114136464,4.198201806597751,76.79021702274639,Fri,1,1.848733214810974
113,Apparel,East,42.85486782105827,209,0.253488794601147,35.81020537117795,Monsoon,41.15708218191195,1.0377729762957626,0.48998336438363554,8.06050237991409,77.66222353028618,Sun,0,0.5196881509638718
114,Grocery,East,60.14819929794705,1370,0.7848279221336096,18.330847092056445,Winter,25.14822240814253,0.9574180148906342,0.6761511682168408,4.699018909238491,49.74101919033523,Thu,0,3.2560523028663
115,Grocery,East,135.23045827590263,490,0.7621801156998615,25.31513917484415,Winter,28.625600417150476,0.9411486089175738,0.7709245013690599,5.973980208018365,73.66183650194046,Wed,0,4.116993613529325
116,Apparel,West,118.91702709941883,457,0.6367810062099926,14.707020625610156,Festive,32.0003398372412,1.0095915859239621,0.49291460644987783,7.114882137267819,54.63202143349247,Tue,1,3.489051587883111
117,Apparel,West,130.46686691638342,731,0.3940452564853038,33.19925096612705,Monsoon,32.55611677185145,1.1428024174201075,0.8195998517592258,4.837341107419659,43.62306968478617,Wed,1,2.3215487893963695
118,Apparel,South,23.260008336577783,1036,0.7447148173542468,14.621002398906109,Monsoon,25.01484371228483,0.969787348850948,0.9965138644750499,5.878727232399782,69.93952283685256,Tue,0,2.1028138044863613
119,Electronics,East,37.100797720486725,534,0.7059275078842135,26.828516553753012,Monsoon,19.737795186348283,1.0254390592817255,0.4236986985853871,4.805923329007028,42.25324074814117,Fri,1,2.1348835118775975
120,Furniture,East,128.72339086904924,66,0.6412964260652579,26.440008338536312,Summer,22.818333857817958,1.187839219076244,0.7567041382150845,4.990592807282108,39.73611347291836,Thu,1,1.6013850611295595
121,Grocery,West,140.96500423986473,862,0.22875734431057648,13.154201261542466,Festive,39.51578972590883,0.9149657385899939,0.5199570404207168,4.569843212460708,84.38307623249872,Sun,0,1.2090102354883339
122,Grocery,North,40.402376873890056,1410,0.9074910252674155,15.106097812486992,Festive,40.51902722321829,1.0081079004021918,0.7690920371095168,7.805417233889672,67.12315981027396,Sat,0,3.0985556501636258
123,Electronics,South,19.1806332714007,381,0.4439263682046378,7.445991834890657,Monsoon,26.3781019944018,0.9201632396816685,0.44639397437519823,8.179567080755369,62.23135905402411,Tue,0,0.5205736164017063
124,Apparel,West,5.869631494574431,1164,0.9704483373381376,32.95697708838545,Winter,28.08751660684812,1.1477800904407585,0.8343095291414377,8.255539807977861,38.68061581196584,Tue,1,1.1413082441790494
125,Grocery,West,7.017547283364147,1215,0.21397357242386655,18.924941069982843,Summer,23.70937095292318,0.8181880734124408,0.5533427427082938,7.633569070077898,76.52623804008957,Tue,0,0.2981272293242824
126,Grocery,East,50.38654870388626,1309,0.7339724978993729,3.0043041127394154,Winter,31.211174624045313,1.0168243288741878,0.6806527333956207,5.273158012650906,38.99998091661684,Thu,1,2.820736542521155
127,Grocery,East,113.18945286672103,267,0.5181570365366046,33.66861509860588,Summer,35.27887955639876,1.0550397357218593,0.8670689585141111,6.926242447587086,61.5042770349357,Mon,1,1.9069810718592444
128,Apparel,East,60.50988299555252,482,0.4297922567456003,37.33694796639178,Festive,28.162795135567823,0.9256552657139584,0.46063308098678435,7.354228193416972,53.96038972846461,Mon,0,1.390936039772037
129,Apparel,West,27.04250669041534,1292,0.49376192254518947,22.201689264654018,Winter,28.555835508909396,0.8625952147943425,0.8153927904548965,7.973373394572359,87.33696905508798,Wed,0,1.3116989461104231
130,Electronics,North,97.14546521089521,1129,0.4391682107457639,12.172869291511814,Summer,33.916407755818696,1.0551606975480459,0.8000827589838838,5.270806836516667,77.4081583979878,Wed,1,2.7202865694228153
131,Apparel,East,86.89587515904869,998,0.9748787046025607,18.041295152353236,Winter,26.210990528549594,0.9376847880545531,0.9845989506889498,6.896148566198216,40.59396873398692,Sat,1,5.798253175032346
132,Electronics,North,74.65579129073478,1314,0.35901932017398414,31.768248407213378,Summer,27.95879056202949,0.878742872716053,0.9038130788425224,7.367478950025264,47.983472018093856,Tue,1,2.27300554294491
133,Grocery,South,125.04337023494664,1497,0.5233145238648953,22.59295265833856,Monsoon,21.539221306608503,1.1459247851318428,0.6194935954139543,5.600048189146374,55.19738113539079,Sun,1,5.147003502792839
134,Grocery,North,28.631548229129088,428,0.6782857223495373,1.993526247487054,Summer,39.27492580699576,1.1708265757372391,0.6100384557290965,9.528623275521245,70.21441153921259,Sat,0,1.282374374040223
135,Furniture,North,8.38563706987646,1146,0.5595484118897125,35.91159552299237,Summer,26.103388418754815,1.1499106924709015,0.9511121866442593,4.432347689657067,54.13134431102638,Sat,0,0.824120756348967
136,Electronics,South,20.9307341068084,751,0.6420079935272796,28.034693493036336,Festive,41.64916173719912,1.1064034840851615,0.9425368968937371,4.219509170727821,89.55267329363744,Mon,1,1.620260469215267
137,Grocery,East,149.4383820816032,1199,0.6914370684005546,35.01603888081214,Summer,33.097101817305486,1.0265388709162957,0.5880504295598787,6.6295331541639655,30.53916482993411,Thu,1,6.3974706302042454
138,Grocery,East,134.47288340496402,542,0.25141393273732837,20.082937778060415,Summer,38.90192452233355,1.1175024381515826,0.5798087010215857,4.181075005862527,54.44027566327425,Sat,1,1.6159438174215217
139,Grocery,West,82.37696521359571,1443,0.39854083392684525,11.43489634653819,Summer,20.499267839662302,0.9657468718695343,0.4283684625190452,4.973051536475987,34.29196211491937,Mon,0,2.1655008374267273
140,Electronics,North,96.40765383979094,1070,0.28154943420200396,3.9358282390242616,Festive,30.061574130330186,0.907912832507418,0.5442662942962408,9.278002775186238,63.954083269630196,Sat,0,1.5235077695726864
141,Furniture,North,55.950136868461875,877,0.46228175172721886,23.296756018104475,Monsoon,35.008070102156225,1.138309125972067,0.9716771838113257,5.367861019566633,81.93719366595477,Wed,1,2.1929136513775163
